intervention_id;client_id;type_intervention;date_intervention;duree_heures;statut;technicien_id;commune;cout_intervention_eur;satisfaction_intervention
INT-001819;CLI-094516;Relève compteur;2023-12-08;0.97;Terminée;TECH-006;Poitiers;534.8;8.4
INT-001820;CLI-098052;Mise en service;2025-03-27;1.5;Annulée;TECH-003;Jaunay-Marigny;585.03;4.5
INT-001821;CLI-099728;Modification puissance;2025-03-31;0.41;Terminée;TECH-006;Poitiers;328.4;9.0
INT-001822;CLI-097379;Relève compteur;2024-02-11;1.34;Terminée;TECH-003;Poitiers;535.87;9.8
INT-001823;CLI-093323;Maintenance préventive;2024-09-07;1.56;Terminée;TECH-024;Poitiers;158.69;10.0
INT-001824;CLI-099955;Maintenance préventive;2024-07-10;1.83;Terminée;TECH-042;Civray;685.2;8.2
INT-001825;CLI-099867;Modification puissance;2022-03-10;0.76;Terminée;TECH-044;Poitiers;372.67;5.9
INT-001826;CLI-093278;Relève compteur;2022-02-01;1.13;Terminée;TECH-017;Châtellerault;564.67;10.0
INT-001827;CLI-097877;Relève compteur;2023-01-23;0.82;Terminée;TECH-027;Châtellerault;329.11;4.6
INT-001828;CLI-100064;Relève compteur;2024-01-29;0.95;Terminée;TECH-002;Poitiers;428.31;9.2
INT-001829;CLI-099314;Coupure impayé;2022-09-08;2.22;Terminée;TECH-009;Châtellerault;167.6;10.0
INT-001830;CLI-093580;Relève compteur;2024-02-15;0.87;Terminée;TECH-013;Mignaloux-Beauvoir;628.87;4.1
INT-001831;CLI-096136;Modification puissance;2022-06-16;1.01;Planifiée;TECH-024;Poitiers;703.19;9.8
INT-001832;CLI-098497;Dépannage réseau;2022-05-04;2.86;Terminée;TECH-014;Montmorillon;177.0;9.2
INT-001833;CLI-096785;Relève compteur;2022-12-16;0.66;Terminée;TECH-044;Châtellerault;191.57;6.8
INT-001834;CLI-088529;Mise en service;2022-01-27;0.55;Terminée;TECH-033;Poitiers;348.68;6.1
INT-001835;CLI-091392;Raccordement neuf;2022-04-24;1.12;Terminée;TECH-043;Poitiers;493.66;4.6
INT-001836;CLI-100822;Changement compteur;2025-04-21;1.86;Terminée;TECH-009;Montmorillon;194.7;6.2
INT-001837;CLI-099758;Contrôle technique;2022-01-15;0.32;Terminée;TECH-003;Loudun;437.17;9.1
INT-001838;CLI-093026;Relève compteur;2022-04-05;1.3;En cours;TECH-023;Poitiers;794.37;7.2
INT-001839;CLI-094733;Contrôle technique;2024-02-21;1.41;Terminée;TECH-034;Châtellerault;224.73;9.7
INT-001840;CLI-098538;Contrôle technique;2023-10-17;0.45;Terminée;TECH-042;Chauvigny;798.99;8.9
INT-001841;CLI-092615;Contrôle technique;2025-05-20;2.97;Terminée;TECH-035;Montmorillon;93.24;5.5
INT-001842;CLI-091051;Maintenance préventive;2023-10-01;0.62;Terminée;TECH-039;Saint-Benoît;491.87;10.0
INT-001843;CLI-099758;Modification puissance;2022-07-06;0.93;Planifiée;TECH-036;Neuville-de-Poitou;138.04;8.7
INT-001844;CLI-096233;Maintenance préventive;2024-04-23;0.46;Terminée;TECH-028;Poitiers;177.78;6.4
INT-001845;CLI-086676;Dépannage réseau;2023-10-20;1.5;Terminée;TECH-022;Poitiers;535.06;9.5
INT-001846;CLI-086999;Modification puissance;2023-02-27;1.18;Terminée;TECH-039;Civray;714.18;5.1
INT-001847;CLI-086348;Raccordement neuf;2025-02-19;3.03;Terminée;TECH-038;Poitiers;289.35;7.0
INT-001848;CLI-090251;Relève compteur;2022-07-22;1.26;Terminée;TECH-005;Migné-Auxances;624.54;8.7
INT-001849;CLI-091917;Mise en service;2024-09-08;1.38;Terminée;TECH-023;Poitiers;658.57;7.7
INT-001850;CLI-090604;Mise en service;2024-04-16;0.9;Terminée;TECH-010;Poitiers;399.69;7.1
INT-001851;CLI-086021;Mise en service;2024-02-26;1.41;Terminée;TECH-039;Poitiers;301.27;8.5
INT-001852;CLI-094854;Relève compteur;2022-06-07;1.23;Terminée;TECH-043;Poitiers;708.04;6.8
INT-001853;CLI-086172;Changement compteur;2022-08-04;1.72;Planifiée;TECH-022;Loudun;377.33;5.4
INT-001854;CLI-100308;Raccordement neuf;2025-05-12;3.74;Annulée;TECH-039;Châtellerault;164.54;7.2
INT-001855;CLI-089075;Contrôle technique;2024-08-09;0.72;Terminée;TECH-018;Poitiers;798.3;5.0
INT-001856;CLI-087458;Dépannage réseau;2023-05-18;3.65;Terminée;TECH-006;Châtellerault;633.67;3.8
INT-001857;CLI-098138;Dépannage réseau;2024-08-22;3.7;Terminée;TECH-041;Chauvigny;342.16;8.1
INT-001858;CLI-100440;Changement compteur;2024-03-12;0.91;Terminée;TECH-035;Poitiers;441.51;5.6
INT-001859;CLI-089933;Mise en service;2022-08-14;0.7;Planifiée;TECH-010;Lusignan;678.6;8.7
INT-001860;CLI-096654;Dépannage réseau;2024-01-02;1.23;Terminée;TECH-026;Poitiers;484.99;7.9
INT-001861;CLI-087269;Rétablissement;2025-05-12;2.97;Terminée;TECH-028;Poitiers;653.26;8.2
INT-001862;CLI-096312;Relève compteur;2023-12-15;0.87;Terminée;TECH-010;Neuville-de-Poitou;439.2;6.8
INT-001863;CLI-100677;Coupure impayé;2024-07-30;1.58;Planifiée;TECH-010;Châtellerault;696.74;8.0
INT-001864;CLI-098130;Changement compteur;2024-09-03;1.4;En cours;TECH-027;Poitiers;199.63;8.7
INT-001865;CLI-097363;Dépannage réseau;2023-05-11;3.81;Terminée;TECH-001;Poitiers;379.19;10.0
INT-001866;CLI-089728;Relève compteur;2022-09-26;0.25;Terminée;TECH-041;Châtellerault;775.35;7.2
INT-001867;CLI-086258;Coupure impayé;2024-11-18;2.15;Terminée;TECH-020;Poitiers;341.58;8.8
INT-001868;CLI-090477;Changement compteur;2025-04-01;1.94;Terminée;TECH-035;Montmorillon;579.84;7.0
INT-001869;CLI-088877;Mise en service;2024-12-07;1.22;Terminée;TECH-015;Châtellerault;48.67;9.1
INT-001870;CLI-096276;Mise en service;2023-06-14;0.25;Terminée;TECH-016;Buxerolles;546.77;6.3
INT-001871;CLI-086297;Mise en service;2024-12-14;1.42;Terminée;TECH-014;Neuville-de-Poitou;436.31;4.7
INT-001872;CLI-090315;Contrôle technique;2023-05-16;2.42;Terminée;TECH-039;Poitiers;157.85;6.1
INT-001873;CLI-092720;Maintenance préventive;2024-08-25;2.32;Terminée;TECH-012;Poitiers;525.59;5.5
INT-001874;CLI-093963;Relève compteur;2022-06-25;1.2;Terminée;TECH-020;Châtellerault;594.09;9.8
INT-001875;CLI-092693;Mise en service;2023-07-29;1.06;Planifiée;TECH-004;Neuville-de-Poitou;530.91;8.5
INT-001876;CLI-089689;Coupure impayé;2023-03-21;2.61;Terminée;TECH-020;Châtellerault;583.69;4.1
INT-001877;CLI-097084;Raccordement neuf;2024-06-25;3.24;En cours;TECH-021;Châtellerault;636.74;9.9
INT-001878;CLI-099440;Dépannage réseau;2022-06-14;1.97;Terminée;TECH-023;Chasseneuil-du-Poitou;363.34;5.2
INT-001879;CLI-090409;Changement compteur;2024-02-08;0.7;Terminée;TECH-025;Châtellerault;651.62;7.6
INT-001880;CLI-091383;Mise en service;2023-03-20;0.79;Terminée;TECH-038;Chauvigny;669.32;8.1
INT-001881;CLI-090605;Dépannage réseau;2022-12-07;1.23;Terminée;TECH-016;Poitiers;604.15;9.8
INT-001882;CLI-092765;Changement compteur;2022-07-19;1.28;Terminée;TECH-030;Châtellerault;63.88;6.5
INT-001883;CLI-097259;Mise en service;2023-01-20;0.98;Terminée;TECH-041;Poitiers;293.81;8.1
INT-001884;CLI-095300;Rétablissement;2025-04-07;2.02;Terminée;TECH-018;Migné-Auxances;211.22;9.5
INT-001885;CLI-088950;Mise en service;2022-04-06;0.63;Terminée;TECH-008;Poitiers;140.33;10.0
INT-001886;CLI-093240;Relève compteur;2024-07-01;0.67;Terminée;TECH-010;Poitiers;637.72;8.5
INT-001887;CLI-090065;Raccordement neuf;2024-06-15;5.78;Terminée;TECH-032;Poitiers;379.26;6.8
INT-001888;CLI-097149;Contrôle technique;2023-05-01;2.99;Terminée;TECH-038;Poitiers;613.78;3.3
INT-001889;CLI-090443;Contrôle technique;2024-02-05;1.78;Terminée;TECH-020;Poitiers;176.18;4.9
INT-001890;CLI-099228;Contrôle technique;2023-08-07;1.17;Terminée;TECH-004;Poitiers;726.86;7.9
INT-001891;CLI-094707;Relève compteur;2024-12-20;0.32;Terminée;TECH-010;Migné-Auxances;362.14;6.0
INT-001892;CLI-098544;Rétablissement;2023-04-15;2.32;Terminée;TECH-033;Châtellerault;270.31;4.5
INT-001893;CLI-095796;Relève compteur;2022-04-14;1.04;Terminée;TECH-028;Poitiers;319.39;8.4
INT-001894;CLI-096671;Relève compteur;2025-01-27;0.44;Terminée;TECH-007;Châtellerault;636.37;6.5
INT-001895;CLI-088813;Dépannage réseau;2023-09-24;3.7;Terminée;TECH-006;Poitiers;429.6;6.7
INT-001896;CLI-100024;Dépannage réseau;2024-07-26;2.27;Planifiée;TECH-027;Migné-Auxances;262.11;4.6
INT-001897;CLI-098867;Relève compteur;2024-10-17;1.39;Terminée;TECH-018;Poitiers;153.54;10.0
INT-001898;CLI-100600;Mise en service;2024-03-07;0.93;Terminée;TECH-011;Châtellerault;525.63;4.4
INT-001899;CLI-087896;Relève compteur;2024-06-13;1.07;Terminée;TECH-043;Chasseneuil-du-Poitou;739.57;10.0
INT-001900;CLI-097796;Contrôle technique;2025-02-04;2.51;Planifiée;TECH-019;Châtellerault;517.34;8.1
INT-001901;CLI-095296;Mise en service;2023-02-26;1.12;Terminée;TECH-012;Lusignan;566.9;9.0
INT-001902;CLI-099691;Modification puissance;2023-08-23;0.42;En cours;TECH-032;Poitiers;384.97;6.2
INT-001903;CLI-094796;Relève compteur;2023-04-13;0.56;Terminée;TECH-043;Poitiers;456.68;7.2
INT-001904;CLI-094537;Relève compteur;2024-12-03;0.33;Terminée;TECH-023;Poitiers;327.1;5.6
INT-001905;CLI-092822;Dépannage réseau;2025-02-15;2.22;Terminée;TECH-035;Jaunay-Marigny;602.58;7.6
INT-001906;CLI-099283;Dépannage réseau;2024-04-29;1.15;Terminée;TECH-028;Poitiers;754.08;5.8
INT-001907;CLI-091961;Maintenance préventive;2023-04-23;2.9;Terminée;TECH-016;Chauvigny;660.62;7.4
INT-001908;CLI-093199;Dépannage réseau;2023-03-30;3.44;Planifiée;TECH-027;Poitiers;557.09;7.9
INT-001909;CLI-098899;Contrôle technique;2023-06-22;2.82;Terminée;TECH-041;Buxerolles;679.36;8.5
INT-001910;CLI-098782;Relève compteur;2025-01-28;0.98;Terminée;TECH-014;Poitiers;791.55;6.9
INT-001911;CLI-098669;Dépannage réseau;2025-01-21;2.69;Terminée;TECH-024;Chasseneuil-du-Poitou;199.27;10.0
INT-001912;CLI-093988;Coupure impayé;2023-03-29;1.74;Terminée;TECH-021;Poitiers;715.53;2.5
INT-001913;CLI-088817;Maintenance préventive;2023-12-29;0.55;Terminée;TECH-032;Poitiers;176.95;9.4
INT-001914;CLI-098329;Mise en service;2023-02-25;0.43;Terminée;TECH-040;Poitiers;48.61;5.2
INT-001915;CLI-094080;Coupure impayé;2023-08-07;1.59;Terminée;TECH-004;Poitiers;107.03;5.3
INT-001916;CLI-090717;Rétablissement;2024-01-30;0.98;Terminée;TECH-027;Châtellerault;432.27;8.1
INT-001917;CLI-090995;Dépannage réseau;2025-01-26;1.03;Terminée;TECH-040;Vivonne;45.0;7.5
INT-001918;CLI-088160;Dépannage réseau;2023-01-06;1.07;Terminée;TECH-044;Poitiers;695.85;9.6
INT-001919;CLI-095395;Dépannage réseau;2024-02-07;1.21;Terminée;TECH-036;Saint-Benoît;424.18;10.0
INT-001920;CLI-090486;Dépannage réseau;2023-03-24;4.3;Terminée;TECH-033;Buxerolles;497.28;9.7
INT-001921;CLI-098782;Raccordement neuf;2022-09-16;5.91;Terminée;TECH-016;Chauvigny;184.43;8.8
INT-001922;CLI-098229;Modification puissance;2025-01-16;0.61;Terminée;TECH-037;Saint-Benoît;762.81;8.2
INT-001923;CLI-087891;Contrôle technique;2024-09-30;1.84;Annulée;TECH-005;Châtellerault;593.41;7.2
INT-001924;CLI-090626;Contrôle technique;2024-03-28;0.95;Terminée;TECH-040;Poitiers;69.8;5.2
INT-001925;CLI-098406;Contrôle technique;2022-06-03;1.93;Terminée;TECH-019;Chauvigny;89.7;6.8
INT-001926;CLI-088004;Changement compteur;2023-09-12;0.93;Terminée;TECH-006;Poitiers;527.96;5.9
INT-001927;CLI-087006;Changement compteur;2025-03-07;1.4;Terminée;TECH-025;Chauvigny;517.62;7.4
INT-001928;CLI-090689;Relève compteur;2024-05-30;0.68;Terminée;TECH-040;Buxerolles;633.68;10.0
INT-001929;CLI-089908;Dépannage réseau;2022-11-20;1.43;Terminée;TECH-018;Buxerolles;345.79;8.5
INT-001930;CLI-087163;Maintenance préventive;2025-02-09;2.58;Terminée;TECH-022;Loudun;469.44;8.6
INT-001931;CLI-097592;Changement compteur;2023-03-19;1.7;Terminée;TECH-042;Poitiers;559.48;6.5
INT-001932;CLI-087205;Relève compteur;2022-12-28;1.21;Terminée;TECH-009;Poitiers;349.73;9.3
INT-001933;CLI-095391;Rétablissement;2024-08-27;1.78;En cours;TECH-025;Châtellerault;424.22;5.9
INT-001934;CLI-094110;Changement compteur;2024-02-07;0.85;Terminée;TECH-029;Buxerolles;169.9;8.5
INT-001935;CLI-093703;Raccordement neuf;2022-10-27;1.67;Terminée;TECH-032;Châtellerault;709.85;10.0
INT-001936;CLI-098232;Dépannage réseau;2024-05-30;2.19;Terminée;TECH-038;Poitiers;389.38;9.6
INT-001937;CLI-091562;Mise en service;2022-11-05;1.36;Terminée;TECH-039;Poitiers;782.9;4.0
INT-001938;CLI-096936;Raccordement neuf;2024-08-26;3.04;Terminée;TECH-034;Mignaloux-Beauvoir;62.97;7.7
INT-001939;CLI-095487;Mise en service;2022-02-15;0.38;Planifiée;TECH-033;Migné-Auxances;154.37;4.9
INT-001940;CLI-094243;Contrôle technique;2022-08-23;1.46;Terminée;TECH-001;Chasseneuil-du-Poitou;272.07;10.0
INT-001941;CLI-097718;Dépannage réseau;2024-10-01;4.22;En cours;TECH-006;Buxerolles;516.01;7.9
INT-001942;CLI-088105;Contrôle technique;2024-02-14;0.99;Terminée;TECH-007;Poitiers;369.66;6.5
INT-001943;CLI-091980;Relève compteur;2023-09-07;0.97;Terminée;TECH-020;Châtellerault;446.54;6.7
INT-001944;CLI-095328;Mise en service;2023-02-11;0.91;Terminée;TECH-042;Buxerolles;561.86;5.7
INT-001945;CLI-091774;Mise en service;2024-04-12;1.19;Terminée;TECH-014;Neuville-de-Poitou;337.15;9.9
INT-001946;CLI-097758;Relève compteur;2023-06-06;1.31;Annulée;TECH-001;Poitiers;185.84;10.0
INT-001947;CLI-090046;Maintenance préventive;2024-10-29;2.69;En cours;TECH-026;Châtellerault;231.36;7.3
INT-001948;CLI-090299;Relève compteur;2023-02-26;1.34;Terminée;TECH-041;Montmorillon;425.33;8.0
INT-001949;CLI-090908;Relève compteur;2023-10-26;0.71;Planifiée;TECH-008;Poitiers;223.89;10.0
INT-001950;CLI-091434;Dépannage réseau;2022-09-30;1.97;Terminée;TECH-043;Poitiers;362.57;7.7
INT-001951;CLI-088279;Rétablissement;2024-08-08;2.36;Terminée;TECH-022;Saint-Benoît;445.38;8.3
INT-001952;CLI-094716;Mise en service;2024-09-02;1.21;Terminée;TECH-042;Vivonne;531.29;8.5
INT-001953;CLI-096866;Contrôle technique;2023-08-18;1.56;Terminée;TECH-003;Civray;515.08;3.9
INT-001954;CLI-091615;Changement compteur;2023-04-11;1.13;Terminée;TECH-017;Poitiers;175.02;7.8
INT-001955;CLI-100115;Raccordement neuf;2023-04-09;3.54;Terminée;TECH-007;Poitiers;588.07;5.7
INT-001956;CLI-094114;Relève compteur;2023-08-24;0.29;Terminée;TECH-037;Buxerolles;725.27;9.2
INT-001957;CLI-096805;Dépannage réseau;2024-09-28;5.3;Terminée;TECH-019;Jaunay-Marigny;757.99;7.1
INT-001958;CLI-091688;Contrôle technique;2022-04-19;2.56;Terminée;TECH-017;Poitiers;528.14;7.9
INT-001959;CLI-088225;Relève compteur;2022-01-27;0.94;Terminée;TECH-024;Poitiers;751.07;2.4
INT-001960;CLI-097360;Modification puissance;2023-08-18;1.49;Terminée;TECH-025;Poitiers;699.32;6.5
INT-001961;CLI-098308;Mise en service;2024-05-04;0.88;Terminée;TECH-030;Poitiers;756.95;10.0
INT-001962;CLI-092023;Contrôle technique;2023-02-18;2.37;Terminée;TECH-028;Saint-Benoît;648.26;4.3
INT-001963;CLI-091874;Mise en service;2024-03-20;0.51;Terminée;TECH-043;Châtellerault;71.0;6.0
INT-001964;CLI-100178;Raccordement neuf;2024-06-28;2.48;Annulée;TECH-037;Châtellerault;733.1;9.1
INT-001965;CLI-088795;Modification puissance;2023-07-08;0.78;Terminée;TECH-031;Vivonne;699.61;5.2
INT-001966;CLI-086293;Dépannage réseau;2023-05-18;4.13;Planifiée;TECH-028;Chauvigny;341.51;9.7
INT-001967;CLI-094501;Relève compteur;2024-11-01;0.42;Terminée;TECH-015;Châtellerault;719.98;10.0
INT-001968;CLI-099549;Mise en service;2022-09-16;0.92;Planifiée;TECH-043;Poitiers;395.09;3.5
INT-001969;CLI-086590;Dépannage réseau;2023-03-01;2.15;Terminée;TECH-033;Lusignan;147.03;7.2
INT-001970;CLI-087269;Mise en service;2022-09-12;1.14;Terminée;TECH-012;Châtellerault;97.07;7.6
INT-001971;CLI-093735;Relève compteur;2024-01-10;0.92;Terminée;TECH-004;Poitiers;664.64;7.6
INT-001972;CLI-099715;Mise en service;2023-01-17;1.4;Terminée;TECH-038;Poitiers;323.44;6.8
INT-001973;CLI-093539;Coupure impayé;2024-10-13;1.82;Planifiée;TECH-028;Montmorillon;171.2;10.0
INT-001974;CLI-093412;Relève compteur;2024-10-18;0.85;Terminée;TECH-021;Poitiers;299.0;8.5
INT-001975;CLI-094196;Contrôle technique;2023-01-31;0.6;Terminée;TECH-034;Poitiers;69.33;8.6
INT-001976;CLI-100048;Maintenance préventive;2025-02-12;2.09;Terminée;TECH-029;Châtellerault;342.05;9.6
INT-001977;CLI-092906;Relève compteur;2024-07-13;1.4;Terminée;TECH-004;Poitiers;770.61;8.1
INT-001978;CLI-098275;Relève compteur;2023-08-30;0.26;Terminée;TECH-002;Buxerolles;444.16;8.4
INT-001979;CLI-099859;Relève compteur;2024-05-12;1.19;Planifiée;TECH-030;Poitiers;579.05;9.4
INT-001980;CLI-087054;Mise en service;2025-04-19;1.37;Terminée;TECH-006;Châtellerault;169.36;10.0
INT-001981;CLI-089057;Modification puissance;2024-06-18;1.43;Terminée;TECH-029;Châtellerault;751.43;3.3
INT-001982;CLI-093181;Mise en service;2024-04-17;0.75;Annulée;TECH-039;Loudun;738.28;6.8
INT-001983;CLI-095170;Relève compteur;2024-03-05;1.27;Terminée;TECH-043;Lusignan;403.52;3.5
INT-001984;CLI-093123;Mise en service;2024-07-05;1.41;Terminée;TECH-004;Châtellerault;498.22;7.1
INT-001985;CLI-097546;Contrôle technique;2024-04-01;0.55;Terminée;TECH-007;Poitiers;396.21;7.4
INT-001986;CLI-098310;Coupure impayé;2023-08-29;0.93;Terminée;TECH-002;Châtellerault;140.64;9.5
INT-001987;CLI-094248;Dépannage réseau;2022-05-16;3.06;Terminée;TECH-016;Poitiers;737.38;8.9
INT-001988;CLI-097697;Mise en service;2025-05-08;0.96;Terminée;TECH-019;Poitiers;347.61;6.9
INT-001989;CLI-100345;Relève compteur;2022-05-12;0.55;Terminée;TECH-031;Poitiers;400.46;8.9
INT-001990;CLI-089181;Contrôle technique;2022-07-07;1.11;Annulée;TECH-043;Poitiers;516.54;6.5
INT-001991;CLI-086073;Dépannage réseau;2025-05-29;3.01;Planifiée;TECH-004;Poitiers;501.29;7.5
INT-001992;CLI-090152;Relève compteur;2025-01-07;1.33;Terminée;TECH-001;Poitiers;134.18;7.0
INT-001993;CLI-087189;Coupure impayé;2023-01-10;1.62;Terminée;TECH-010;Jaunay-Marigny;282.2;5.2
INT-001994;CLI-098476;Dépannage réseau;2025-03-20;5.27;Terminée;TECH-037;Buxerolles;114.99;4.8
INT-001995;CLI-097854;Dépannage réseau;2024-02-11;2.04;Annulée;TECH-044;Poitiers;612.04;7.6
INT-001996;CLI-094082;Maintenance préventive;2024-12-12;0.65;Terminée;TECH-014;Poitiers;239.41;8.8
INT-001997;CLI-097852;Dépannage réseau;2023-01-02;3.0;Terminée;TECH-044;Buxerolles;529.62;5.1
INT-001998;CLI-090981;Dépannage réseau;2025-05-22;5.06;Terminée;TECH-033;Loudun;798.41;5.8
INT-001999;CLI-087557;Raccordement neuf;2023-11-10;2.03;Terminée;TECH-034;Poitiers;71.11;7.5
INT-002000;CLI-086468;Changement compteur;2022-09-01;0.98;Terminée;TECH-017;Montmorillon;448.94;4.8
INT-002001;CLI-088372;Dépannage réseau;2023-03-21;4.69;Terminée;TECH-040;Châtellerault;758.29;10.0
INT-002002;CLI-097258;Rétablissement;2023-08-04;1.0;Annulée;TECH-039;Loudun;455.94;7.5
INT-002003;CLI-099556;Dépannage réseau;2024-11-06;3.38;Terminée;TECH-003;Civray;648.76;6.3
INT-002004;CLI-097743;Raccordement neuf;2024-11-13;3.85;Terminée;TECH-024;Poitiers;399.14;7.0
INT-002005;CLI-090707;Mise en service;2024-02-13;1.32;Terminée;TECH-016;Poitiers;193.15;7.2
INT-002006;CLI-091183;Modification puissance;2024-02-13;1.14;En cours;TECH-012;Poitiers;31.97;3.6
INT-002007;CLI-091303;Dépannage réseau;2024-09-18;5.09;Planifiée;TECH-008;Poitiers;52.32;7.7
INT-002008;CLI-100976;Changement compteur;2025-01-22;1.77;Annulée;TECH-039;Migné-Auxances;91.16;9.6
INT-002009;CLI-090034;Relève compteur;2023-06-25;0.66;Planifiée;TECH-014;Châtellerault;243.91;8.1
INT-002010;CLI-098489;Changement compteur;2022-01-03;1.85;Terminée;TECH-040;Jaunay-Marigny;582.05;6.2
INT-002011;CLI-090529;Mise en service;2022-06-05;1.2;Terminée;TECH-027;Poitiers;204.22;3.7
INT-002012;CLI-095525;Contrôle technique;2025-03-01;1.63;Annulée;TECH-015;Châtellerault;275.03;5.5
INT-002013;CLI-089124;Coupure impayé;2022-03-04;1.45;Terminée;TECH-037;Poitiers;142.77;5.9
INT-002014;CLI-092898;Relève compteur;2024-04-13;0.57;Terminée;TECH-008;Loudun;701.34;6.5
INT-002015;CLI-086591;Mise en service;2022-06-28;1.32;Terminée;TECH-012;Poitiers;507.9;8.0
INT-002016;CLI-093895;Changement compteur;2022-05-29;1.39;Terminée;TECH-044;Châtellerault;379.78;6.6
INT-002017;CLI-090864;Mise en service;2023-08-21;0.97;Terminée;TECH-031;Civray;245.46;6.5
INT-002018;CLI-094618;Contrôle technique;2023-09-15;2.87;Terminée;TECH-030;Poitiers;457.52;4.3
INT-002019;CLI-086781;Rétablissement;2023-08-10;0.55;Terminée;TECH-023;Poitiers;587.64;5.0
INT-002020;CLI-097692;Contrôle technique;2024-06-07;2.04;Terminée;TECH-024;Poitiers;648.43;7.0
INT-002021;CLI-089255;Dépannage réseau;2024-01-11;5.69;Terminée;TECH-043;Châtellerault;357.14;3.6
INT-002022;CLI-086715;Maintenance préventive;2023-02-03;0.3;Terminée;TECH-032;Neuville-de-Poitou;348.01;6.4
INT-002023;CLI-091535;Relève compteur;2024-07-02;1.16;Terminée;TECH-006;Poitiers;189.53;6.8
INT-002024;CLI-092962;Dépannage réseau;2023-11-06;2.13;Annulée;TECH-042;Poitiers;252.43;10.0
INT-002025;CLI-091408;Mise en service;2024-11-05;1.2;Terminée;TECH-013;Poitiers;168.43;7.4
INT-002026;CLI-099396;Dépannage réseau;2024-03-24;2.07;Planifiée;TECH-037;Loudun;181.28;7.5
INT-002027;CLI-096235;Relève compteur;2025-04-20;0.89;Terminée;TECH-007;Poitiers;446.14;6.9
INT-002028;CLI-096196;Relève compteur;2024-03-30;0.8;Terminée;TECH-015;Poitiers;448.35;10.0
INT-002029;CLI-087743;Raccordement neuf;2022-10-29;3.23;Terminée;TECH-035;Poitiers;287.73;7.4
INT-002030;CLI-100522;Raccordement neuf;2024-02-04;5.22;Planifiée;TECH-041;Neuville-de-Poitou;127.84;7.0
INT-002031;CLI-087622;Relève compteur;2024-05-14;0.83;Planifiée;TECH-036;Châtellerault;302.48;7.7
INT-002032;CLI-092631;Raccordement neuf;2022-06-06;5.28;Terminée;TECH-037;Poitiers;622.83;6.4
